DB_ID,reference,DOI,site_id,date,year,site_description,catchment_name,compound,d13C_value_permil,d13C_uncertainty,d13C_uncertainty_unit,dD-CH4_value_permil,dD-CH4_uncertainty,dD-CH4_uncertainty_unit,pub_code_prefix,pub_code_number,F14C_value,F14C_value_uncertainity,F14C_value_uncertainity_unit,D14C_permil_value,D14C_permil_value_uncertainty,D14C_permil_value_uncertaint_unit,radiocarbon_age,radiocarbon_age_uncertainty,pH,latitude,longitude,country,hemisphere,Atm_14CO2,norm_F14C,water_type,method,comment,temperature_celsius,coordinate_flag,uncertainity flag,watershed_size_exact_km2,watershed_size_indicative_km2,size_class,catchment_area_km2,dis_m3_pyr,lka_pc_use,ele_mt_uav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,snw_pc_uyr,wet_pc_ug2,for_pc_use,crp_pc_use,pst_pc_use,ire_pc_use,gla_pc_use,prm_pc_use,cly_pc_uav,slt_pc_uav,snd_pc_uav,soc_th_uav,kar_pc_use,ero_kh_uav,urb_pc_use,hft_ix_u09,ele_mt_cav,tmp_dc_cyr,pre_mm_cyr,ari_ix_cav,snw_pc_cyr,wet_pc_cg2,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,cly_pc_cav,slt_pc_cav,snd_pc_cav,soc_th_cav,kar_pc_cse,ero_kh_cav,urb_pc_cse,hft_ix_c09,gwt_cm_cav,tbi_cl_cmj,fmh_cl_cmj,lit_cl_cmj,DIC_conc
953,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,04043,2004-01-01,2004,River,,DIC,-15.1,0.1,1 sd,,,,,,1.0060,0.0160,fraction modern,-1,31.8,permil,modern,,7.08,64.0184,-16.9671,Iceland,N,1.0690,0.9411,River,"1l glass bottle posioned, sample acidified and CO2 extracte","Only year available, no month or day info",9,A,A,,1,small,1.4,0.111,0,109,33,41,1367,382,27,0,0,0,0,0,0,0,17,43,41,145,0,1902,0,68,109,41,1367,382,27,0,0,0,0,0,0,0,17,43,41,145,0,1903,0,68,0,6,11,2,
954,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,02050,2002-01-01,2002,River,,DIC,-10.4,0.1,1 sd,,,,,,1.0280,0.0160,fraction modern,22,31.8,permil,modern,,9.04,63.9639,-20.9995,Iceland,N,1.0811,0.9509,River,"1l glass bottle posioned, sample acidified and CO2 extracte","Only year available, no month or day info",4,A,A,,2500,large,1188.5,69.115,76,336,66,29,1102,344,48,4,0,0,0,0,1,0,13,40,46,138,0,3649,0,36,163,45,1089,327,35,0,0,0,0,0,0,0,8,32,59,174,0,2320,0,89,0,6,11,2,1906.74438
955,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,02056,2002-01-01,2002,River,,DIC,-8.3,0.1,1 sd,,,,,,0.6130,0.0160,fraction modern,-391,31.8,permil,3931,209.5,9.74,64.2507,-20.6591,Iceland,N,1.0811,0.5670,River,"1l glass bottle posioned, sample acidified and CO2 extracte","Only year available, no month or day info",4,A,A,,2,small,2.1,0.105,0,404,109,22,1206,390,49,35,0,0,0,0,0,0,8,46,47,142,0,6094,0,16,404,22,1206,390,49,35,0,0,0,0,0,0,8,46,47,142,0,6094,0,16,0,6,11,2,
956,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,03030,2003-01-01,2003,River,,DIC,-19.7,0.1,1 sd,,,,,,1.1060,0.0160,fraction modern,99,31.8,permil,modern,,6.90,63.9168,-20.4173,Iceland,N,1.0760,1.0279,River,"1l glass bottle posioned, sample acidified and CO2 extracte","Only year available, no month or day info",5,A,A,,1,small,2.9,0.146,0,75,22,47,1224,378,32,0,0,0,0,0,0,0,10,43,47,206,0,305,0,59,75,47,1224,378,31,0,0,0,0,0,0,0,10,43,47,206,0,305,0,59,0,6,11,2,
957,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,02058,2002-01-01,2002,River,,DIC,-13.9,0.1,1 sd,,,,,,0.8780,0.0160,fraction modern,-128,31.8,permil,1045,146.5,9.51,64.2092,-20.7659,Iceland,N,1.0811,0.8121,River,"1l glass bottle posioned, sample acidified and CO2 extracte","Only year available, no month or day info",5,A,A,,1,small,2.4,0.123,0,168,30,39,1100,335,42,0,0,0,0,0,0,0,8,32,60,175,0,375,0,20,168,40,1100,335,42,0,0,0,0,0,0,0,8,32,60,175,0,375,0,20,0,6,11,2,
958,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,05016,2005-01-01,2005,River,,DIC,-16.6,0.1,1 sd,,,,,,1.1000,0.0160,fraction modern,93,31.8,permil,modern,,7.68,63.8624,-20.3309,Iceland,N,1.0652,1.0327,River,"1l glass bottle posioned, sample acidified and CO2 extracte","Only year available, no month or day info",5,A,A,,350,large,29.9,1.508,0,53,29,49,1264,391,32,23,0,0,0,0,0,0,9,50,41,154,0,461,0,68,30,50,1249,384,33,33,0,0,0,0,0,0,8,48,44,136,0,435,0,90,0,6,11,2,4271.440466
959,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,05019,2005-01-01,2005,River,,DIC,-20.7,0.1,1 sd,,,,,,0.1180,0.0160,fraction modern,-883,31.8,permil,17167,1096,7.07,63.8421,-20.3908,Iceland,N,1.0652,0.1108,River,"1l glass bottle posioned, sample acidified and CO2 extracte","Only year available, no month or day info",5,A,A,,360,large,37.4,1.882,0,47,27,49,1261,389,32,22,0,0,0,0,0,0,9,49,42,154,0,430,0,67,20,51,1247,382,33,11,0,0,0,0,0,0,9,48,43,162,0,278,0,70,0,6,11,2,8126.561199
960,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,03031,2003-01-01,2003,River,,DIC,-21.5,0.1,1 sd,,,,,,1.0800,0.0160,fraction modern,73,31.8,permil,modern,,7.29,63.9583,-20.3495,Iceland,N,1.0760,1.0037,River,"1l glass bottle posioned, sample acidified and CO2 extracte","Only year available, no month or day info",5,A,A,,1,small,3.1,0.155,0,84,34,46,1213,374,34,0,0,0,0,0,0,0,10,39,51,221,0,612,0,8,84,46,1213,374,34,0,0,0,0,0,0,0,10,39,51,221,0,612,0,8,0,6,11,2,
961,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,05027,2005-01-01,2005,River,,DIC,-19.8,0.1,1 sd,,,,,,1.0510,0.0160,fraction modern,44,31.8,permil,modern,,6.88,63.9209,-21.1195,Iceland,N,1.0652,0.9867,River,"1l glass bottle posioned, sample acidified and CO2 extracte","Only year available, no month or day info",6,A,A,,2750,large,25.6,1.599,0,104,47,43,1088,328,31,3,0,0,0,0,0,0,10,35,55,190,0,1001,0,61,24,48,1052,310,28,2,0,0,0,0,0,0,11,36,54,206,0,286,0,94,0,6,11,2,4313.07244
962,"Sveinbjörnsdóttir, Á., Stefánsson, A., Heinemeier, J., Arnórsson, S., Eiríksdóttir, E. and Ólafsdóttir, R. (2020). Assessing the sources of inorganic carbon in surface-, soil- and non-thermal groundwater in Iceland by ?13C and 14C. Geochimica et Cosmochimica Acta, 279: 165-188.",https://doi.org/10.1016/j.gca.2020.03.021,05020,2005-01-01,2005,River,,DIC,-20.8,0.1,1 sd,,,,,,1.1200,0.0160,fraction modern,113,31.8,permil,modern,,7.28,63.8542,-20.376,Iceland,N,1.0652,1.0515,River,"1l glass bottle posioned, sample acidified and CO2 extracte","Only year available, no month or day info",7,A,A,,370,large,37.4,1.882,0,47,27,49,1261,389,32,22,0,0,0,0,0,0,9,49,42,154,0,430,0,67,20,51,1247,382,33,11,0,0,0,0,0,0,9,48,43,162,0,278,0,70,0,6,11,2,8492.922565
963,"Tittel, J., Büttner, O., Freier, K., Heiser, A., Sudbrack, R., and Ollesch, G. (2013). The age of terrestrial carbon export and rainfall intensity in a temperate river headwater system. Biogeochemistry, 115: 53-63.",https://doi.org/10.1007/s10533-013-9896-3,Rote Mulde,2008-08-25,2008,Stream,Rote Mulde,DIC,,,,,,,,,1.0242,0.0141,fraction modern,17,7.0,permil,modern,,,50.40079734,12.37845565,Germany,N,1.0545,0.9712,River,"Filtered with GF/F filter, acidified and CO2 reduced to graphiate for AMS ",,,C,A,5,5,small,33.7,0.235,0,712,72,59,757,116,33,0,99,0,0,0,0,0,13,35,52,105,0,107,12,177,712,59,757,116,33,0,99,0,0,0,0,0,13,35,52,105,0,107,12,177,541,4,7,8,
964,"Tittel, J., Büttner, O., Freier, K., Heiser, A., Sudbrack, R., and Ollesch, G. (2013). The age of terrestrial carbon export and rainfall intensity in a temperate river headwater system. Biogeochemistry, 115: 53-63.",https://doi.org/10.1007/s10533-013-9896-3,Weisse Mulde,2008-08-25,2008,Stream,Weisse Mulde,DIC,,,,,,,,,1.0262,0.0081,fraction modern,19,4.0,permil,modern,,,50.39987023,12.40086901,Germany,N,1.0545,0.9731,River,"Filtered with GF/F filter, acidified and CO2 reduced to graphiate for AMS ",,,C,A,5,5,small,33.7,0.235,0,712,72,59,757,116,33,0,99,0,0,0,0,0,13,35,52,105,0,107,12,177,712,59,757,116,33,0,99,0,0,0,0,0,13,35,52,105,0,107,12,177,541,4,7,8,
965,"Tittel, J., Büttner, O., Freier, K., Heiser, A., Sudbrack, R., and Ollesch, G. (2013). The age of terrestrial carbon export and rainfall intensity in a temperate river headwater system. Biogeochemistry, 115: 53-63.",https://doi.org/10.1007/s10533-013-9896-3,Rote Mulde,2009-04-28,2009,Stream,Rote Mulde,DIC,,,,,,,,,1.0262,0.0060,fraction modern,19,3.0,permil,modern,,,50.40079734,12.37845565,Germany,N,1.0508,0.9766,River,"Filtered with GF/F filter, acidified and CO2 reduced to graphiate for AMS ",,,C,A,5,5,small,33.7,0.235,0,712,72,59,757,116,33,0,99,0,0,0,0,0,13,35,52,105,0,107,12,177,712,59,757,116,33,0,99,0,0,0,0,0,13,35,52,105,0,107,12,177,541,4,7,8,
966,"Tittel, J., Büttner, O., Freier, K., Heiser, A., Sudbrack, R., and Ollesch, G. (2013). The age of terrestrial carbon export and rainfall intensity in a temperate river headwater system. Biogeochemistry, 115: 53-63.",https://doi.org/10.1007/s10533-013-9896-3,Weisse Mulde,2009-04-28,2009,Stream,Weisse Mulde,DIC,,,,,,,,,1.0433,0.0060,fraction modern,36,3.0,permil,modern,,,50.39987023,12.40086901,Germany,N,1.0508,0.9929,River,"Filtered with GF/F filter, acidified and CO2 reduced to graphiate for AMS ",,,C,A,5,5,small,33.7,0.235,0,712,72,59,757,116,33,0,99,0,0,0,0,0,13,35,52,105,0,107,12,177,712,59,757,116,33,0,99,0,0,0,0,0,13,35,52,105,0,107,12,177,541,4,7,8,
967,"Tittel, J., Büttner, O., Freier, K., Heiser, A., Sudbrack, R., and Ollesch, G. (2013). The age of terrestrial carbon export and rainfall intensity in a temperate river headwater system. Biogeochemistry, 115: 53-63.",https://doi.org/10.1007/s10533-013-9896-3,Saubach,2009-04-28,2009,Stream,Saubach,DIC,,,,,,,,,1.0181,0.0040,fraction modern,11,2.0,permil,modern,,,50.40418124,12.41480975,Germany,N,1.0508,0.9689,River,"Filtered with GF/F filter, acidified and CO2 reduced to graphiate for AMS ",,,C,A,5,5,small,34.6,0.239,20,736,37,57,776,120,35,0,100,2,1,0,0,0,12,31,57,157,0,43,0,166,736,57,776,120,35,0,100,2,1,0,0,0,12,31,57,158,0,43,0,166,374,4,7,8,
968,"Tittel, J., Büttner, O., Freier, K., Heiser, A., Sudbrack, R., and Ollesch, G. (2013). The age of terrestrial carbon export and rainfall intensity in a temperate river headwater system. Biogeochemistry, 115: 53-63.",https://doi.org/10.1007/s10533-013-9896-3,Rote Mulde,2009-09-23,2009,Stream,Rote Mulde,DIC,,,,,,,,,1.0142,0.0060,fraction modern,7,3.0,permil,modern,,,50.40079734,12.37845565,Germany,N,1.0508,0.9652,River,"Filtered with GF/F filter, acidified and CO2 reduced to graphiate for AMS ",,,C,A,5,5,small,33.7,0.235,0,712,72,59,757,116,33,0,99,0,0,0,0,0,13,35,52,105,0,107,12,177,712,59,757,116,33,0,99,0,0,0,0,0,13,35,52,105,0,107,12,177,541,4,7,8,
969,"Tittel, J., Büttner, O., Freier, K., Heiser, A., Sudbrack, R., and Ollesch, G. (2013). The age of terrestrial carbon export and rainfall intensity in a temperate river headwater system. Biogeochemistry, 115: 53-63.",https://doi.org/10.1007/s10533-013-9896-3,Weisse Mulde,2009-09-23,2009,Stream,Weisse Mulde,DIC,,,,,,,,,1.0151,0.0060,fraction modern,8,3.0,permil,modern,,,50.39987023,12.40086901,Germany,N,1.0508,0.9661,River,"Filtered with GF/F filter, acidified and CO2 reduced to graphiate for AMS ",,,C,A,5,5,small,33.7,0.235,0,712,72,59,757,116,33,0,99,0,0,0,0,0,13,35,52,105,0,107,12,177,712,59,757,116,33,0,99,0,0,0,0,0,13,35,52,105,0,107,12,177,541,4,7,8,
970,"Tittel, J., Büttner, O., Freier, K., Heiser, A., Sudbrack, R., and Ollesch, G. (2013). The age of terrestrial carbon export and rainfall intensity in a temperate river headwater system. Biogeochemistry, 115: 53-63.",https://doi.org/10.1007/s10533-013-9896-3,Saubach,2009-09-23,2009,Stream,Saubach,DIC,,,,,,,,,0.9798,0.0101,fraction modern,-27,5.0,permil,164,83,,50.40418124,12.41480975,Germany,N,1.0508,0.9325,River,"Filtered with GF/F filter, acidified and CO2 reduced to graphiate for AMS ",,,C,A,5,5,small,34.6,0.239,20,736,37,57,776,120,35,0,100,2,1,0,0,0,12,31,57,157,0,43,0,166,736,57,776,120,35,0,100,2,1,0,0,0,12,31,57,158,0,43,0,166,374,4,7,8,
971,"Tittel, J., Büttner, O., Freier, K., Heiser, A., Sudbrack, R., and Ollesch, G. (2013). The age of terrestrial carbon export and rainfall intensity in a temperate river headwater system. Biogeochemistry, 115: 53-63.",https://doi.org/10.1007/s10533-013-9896-3,Rote Mulde,2010-10-17,2010,Stream,Rote Mulde,DIC,,,,,,,,,1.0403,0.0060,fraction modern,33,3.0,permil,modern,,,50.40079734,12.37845565,Germany,N,1.0470,0.9936,River,"Filtered with GF/F filter, acidified and CO2 reduced to graphiate for AMS ",,,C,A,5,5,small,33.7,0.235,0,712,72,59,757,116,33,0,99,0,0,0,0,0,13,35,52,105,0,107,12,177,712,59,757,116,33,0,99,0,0,0,0,0,13,35,52,105,0,107,12,177,541,4,7,8,
972,"Tittel, J., Büttner, O., Freier, K., Heiser, A., Sudbrack, R., and Ollesch, G. (2013). The age of terrestrial carbon export and rainfall intensity in a temperate river headwater system. Biogeochemistry, 115: 53-63.",https://doi.org/10.1007/s10533-013-9896-3,Weisse Mulde,2010-10-17,2010,Stream,Weisse Mulde,DIC,,,,,,,,,1.0352,0.0081,fraction modern,28,4.0,permil,modern,,,50.39987023,12.40086901,Germany,N,1.0470,0.9888,River,"Filtered with GF/F filter, acidified and CO2 reduced to graphiate for AMS ",,,C,A,5,5,small,33.7,0.235,0,712,72,59,757,116,33,0,99,0,0,0,0,0,13,35,52,105,0,107,12,177,712,59,757,116,33,0,99,0,0,0,0,0,13,35,52,105,0,107,12,177,541,4,7,8,
973,"Tittel, J., Büttner, O., Freier, K., Heiser, A., Sudbrack, R., and Ollesch, G. (2013). The age of terrestrial carbon export and rainfall intensity in a temperate river headwater system. Biogeochemistry, 115: 53-63.",https://doi.org/10.1007/s10533-013-9896-3,Saubach,2010-10-17,2010,Stream,Saubach,DIC,,,,,,,,,1.0232,0.0060,fraction modern,16,3.0,permil,modern,,,50.40418124,12.41480975,Germany,N,1.0470,0.9772,River,"Filtered with GF/F filter, acidified and CO2 reduced to graphiate for AMS ",,,C,A,5,5,small,34.6,0.239,20,736,37,57,776,120,35,0,100,2,1,0,0,0,12,31,57,157,0,43,0,166,736,57,776,120,35,0,100,2,1,0,0,0,12,31,57,158,0,43,0,166,374,4,7,8,
974,"Vihermaa, L., Waldron, S., Garnett, M. and Newton, J. (2014). Old carbon contributes to aquatic emissions of carbon dioxide in the Amazon. Biogeosciences, 11: 3635-3645. ",https://doi.org/10.5194/bg-11-3635-2014,Main Trail,2012-04-04,2012,Seasonal Stream ,Amazon,CO2,-25.9,1.1,permil,,,,,,1.0640,0.0050,fraction modern,56,9.9,permil,modern,,5.10,-12.58791431,-69.02885922,Peru,S,1.0433,1.0199,River,Chamber accumulation for between 15-20 min and trapping on Zeolite sieve,Evasion,,C,A,5,5,small,5.2,0.156,0,218,7,254,2162,124,0,0,100,0,0,0,0,0,26,26,47,30,0,57,0,23,218,254,2162,124,0,0,100,0,0,0,0,0,26,26,47,30,0,57,0,23,39,1,9,1,
975,"Vihermaa, L., Waldron, S., Garnett, M. and Newton, J. (2014). Old carbon contributes to aquatic emissions of carbon dioxide in the Amazon. Biogeosciences, 11: 3635-3645. ",https://doi.org/10.5194/bg-11-3635-2014,Main Trail,2012-04-09,2012,Seasonal Stream ,Amazon,CO2,-26.4,2.1,permil,,,,,,1.0550,0.0050,fraction modern,47,9.9,permil,modern,,5.00,-12.58791431,-69.02885922,Peru,S,1.0433,1.0112,River,Chamber accumulation for between 15-20 min and trapping on Zeolite sieve,Evasion,,C,A,5,5,small,5.2,0.156,0,218,7,254,2162,124,0,0,100,0,0,0,0,0,26,26,47,30,0,57,0,23,218,254,2162,124,0,0,100,0,0,0,0,0,26,26,47,30,0,57,0,23,39,1,9,1,
976,"Vihermaa, L., Waldron, S., Garnett, M. and Newton, J. (2014). Old carbon contributes to aquatic emissions of carbon dioxide in the Amazon. Biogeosciences, 11: 3635-3645. ",https://doi.org/10.5194/bg-11-3635-2014,Main Trail,2012-04-11,2012,Seasonal Stream ,Amazon,CO2,-25.9,3.1,permil,,,,,,1.0670,0.0050,fraction modern,59,9.9,permil,modern,,5.00,-12.58791431,-69.02885922,Peru,S,1.0433,1.0227,River,Chamber accumulation for between 15-20 min and trapping on Zeolite sieve,Evasion,,C,A,5,5,small,5.2,0.156,0,218,7,254,2162,124,0,0,100,0,0,0,0,0,26,26,47,30,0,57,0,23,218,254,2162,124,0,0,100,0,0,0,0,0,26,26,47,30,0,57,0,23,39,1,9,1,
977,"Vihermaa, L., Waldron, S., Garnett, M. and Newton, J. (2014). Old carbon contributes to aquatic emissions of carbon dioxide in the Amazon. Biogeosciences, 11: 3635-3645. ",https://doi.org/10.5194/bg-11-3635-2014,New Colpita,2012-04-06,2012,Perennial Stream ,Amazon,CO2,-25.7,0.1,permil,,,,,,0.9810,0.0050,fraction modern,-26,9.9,permil,154,41,6.40,-12.55220389,-69.02845223,Peru,S,1.0433,0.9403,River,Chamber accumulation for between 15-20 min and trapping on Zeolite sieve,Evasion ,,C,A,7,7,small,4.6,0.135,0,199,6,255,2115,121,0,100,100,1,0,0,0,0,26,29,45,32,0,67,0,27,199,255,2115,121,0,100,100,1,0,0,0,0,26,29,45,32,0,67,0,27,87,1,9,1,
978,"Vihermaa, L., Waldron, S., Garnett, M. and Newton, J. (2014). Old carbon contributes to aquatic emissions of carbon dioxide in the Amazon. Biogeosciences, 11: 3635-3645. ",https://doi.org/10.5194/bg-11-3635-2014,New Colpita,2012-04-09,2012,Perennial Stream ,Amazon,CO2,-23.9,0.1,permil,,,,,,1.0150,0.0050,fraction modern,7,9.9,permil,modern,,6.10,-12.55220389,-69.02845223,Peru,S,1.0433,0.9729,River,Chamber accumulation for between 15-20 min and trapping on Zeolite sieve,Evasion ,,C,A,7,7,small,4.6,0.135,0,199,6,255,2115,121,0,100,100,1,0,0,0,0,26,29,45,32,0,67,0,27,199,255,2115,121,0,100,100,1,0,0,0,0,26,29,45,32,0,67,0,27,87,1,9,1,
979,"Vihermaa, L., Waldron, S., Garnett, M. and Newton, J. (2014). Old carbon contributes to aquatic emissions of carbon dioxide in the Amazon. Biogeosciences, 11: 3635-3645. ",https://doi.org/10.5194/bg-11-3635-2014,New Colpita,2012-05-23,2012,Perennial Stream ,Amazon,CO2,-24.5,0.1,permil,,,,,,0.9860,0.0050,fraction modern,-21,9.9,permil,113,41,6.50,-12.55220389,-69.02845223,Peru,S,1.0433,0.9451,River,Chamber accumulation for between 15-20 min and trapping on Zeolite sieve,Evasion ,,C,A,7,7,small,4.6,0.135,0,199,6,255,2115,121,0,100,100,1,0,0,0,0,26,29,45,32,0,67,0,27,199,255,2115,121,0,100,100,1,0,0,0,0,26,29,45,32,0,67,0,27,87,1,9,1,
980,"Vihermaa, L., Waldron, S., Garnett, M. and Newton, J. (2014). Old carbon contributes to aquatic emissions of carbon dioxide in the Amazon. Biogeosciences, 11: 3635-3645. ",https://doi.org/10.5194/bg-11-3635-2014,La Toore,2012-05-01,2012,River,Amazon,CO2,-21.1,0.1,permil,,,,,,1.0280,0.0050,fraction modern,20,9.9,permil,modern,,6.50,-12.62626167,-69.18696397,Peru,S,1.0433,0.9854,River,Chamber accumulation for between 15-20 min and trapping on Zeolite sieve,Evasion,,C,A,2000,2000,large,25.1,0.834,0,215,14,254,2299,132,0,80,3,11,4,0,0,0,26,26,48,27,0,5595,0,68,215,254,2299,132,0,80,4,11,4,0,0,0,26,26,48,27,0,5595,0,68,91,1,9,1,
981,"Vihermaa, L., Waldron, S., Garnett, M. and Newton, J. (2014). Old carbon contributes to aquatic emissions of carbon dioxide in the Amazon. Biogeosciences, 11: 3635-3645. ",https://doi.org/10.5194/bg-11-3635-2014,La Toore,2012-05-09,2012,River,Amazon,CO2,-21.5,0.1,permil,,,,,,1.0220,0.0050,fraction modern,14,9.9,permil,modern,,6.40,-12.62626167,-69.18696397,Peru,S,1.0433,0.9796,River,Chamber accumulation for between 15-20 min and trapping on Zeolite sieve,Evasion,,C,A,2000,2000,large,25.1,0.834,0,215,14,254,2299,132,0,80,3,11,4,0,0,0,26,26,48,27,0,5595,0,68,215,254,2299,132,0,80,4,11,4,0,0,0,26,26,48,27,0,5595,0,68,91,1,9,1,
982,"Vihermaa, L., Waldron, S., Garnett, M. and Newton, J. (2014). Old carbon contributes to aquatic emissions of carbon dioxide in the Amazon. Biogeosciences, 11: 3635-3645. ",https://doi.org/10.5194/bg-11-3635-2014,La Toore,2012-05-15,2012,River,Amazon,CO2,-23.6,0.1,permil,,,,,,1.0140,0.0050,fraction modern,6,9.9,permil,modern,,6.50,-12.62626167,-69.18696397,Peru,S,1.0433,0.9719,River,Chamber accumulation for between 15-20 min and trapping on Zeolite sieve,Evasion,,C,A,2000,2000,large,25.1,0.834,0,215,14,254,2299,132,0,80,3,11,4,0,0,0,26,26,48,27,0,5595,0,68,215,254,2299,132,0,80,4,11,4,0,0,0,26,26,48,27,0,5595,0,68,91,1,9,1,
983,"Vihermaa, L., Waldron, S., Garnett, M. and Newton, J. (2014). Old carbon contributes to aquatic emissions of carbon dioxide in the Amazon. Biogeosciences, 11: 3635-3645. ",https://doi.org/10.5194/bg-11-3635-2014,Tambopata,2012-05-04,2012,River,Amazon,CO2,-20.8,0.1,permil,,,,,,0.9770,0.0050,fraction modern,-30,9.9,permil,187,41,6.80,-12.58888439,-69.1766496,Peru,S,1.0433,0.9365,River,Chamber accumulation for between 15-20 min and trapping on Zeolite sieve,Evasion,,C,A,14000,14000,large,15275.8,762.656,0,803,104,227,2964,187,0,5,89,1,4,0,0,0,29,30,41,46,0,827,0,24,201,255,2234,128,0,61,28,8,4,0,0,0,27,26,47,35,0,2529,0,72,69,1,9,1,
984,"Vihermaa, L., Waldron, S., Garnett, M. and Newton, J. (2014). Old carbon contributes to aquatic emissions of carbon dioxide in the Amazon. Biogeosciences, 11: 3635-3645. ",https://doi.org/10.5194/bg-11-3635-2014,Tambopata,2012-05-11,2012,River,Amazon,CO2,-21.2,0.1,permil,,,,,,0.9650,0.0050,fraction modern,-42,9.9,permil,286,41,6.90,-12.58888439,-69.1766496,Peru,S,1.0433,0.9250,River,Chamber accumulation for between 15-20 min and trapping on Zeolite sieve,Evasion,,C,A,14000,14000,large,15275.8,762.656,0,803,104,227,2964,187,0,5,89,1,4,0,0,0,29,30,41,46,0,827,0,24,201,255,2234,128,0,61,28,8,4,0,0,0,27,26,47,35,0,2529,0,72,69,1,9,1,
985,"Vihermaa, L., Waldron, S., Garnett, M. and Newton, J. (2014). Old carbon contributes to aquatic emissions of carbon dioxide in the Amazon. Biogeosciences, 11: 3635-3645. ",https://doi.org/10.5194/bg-11-3635-2014,Tambopata,2012-05-13,2012,River,Amazon,CO2,-20.1,0.1,permil,,,,,,0.9570,0.0050,fraction modern,-50,9.9,permil,353,42,7.10,-12.58888439,-69.1766496,Peru,S,1.0433,0.9173,River,Chamber accumulation for between 15-20 min and trapping on Zeolite sieve,Evasion,,C,A,14000,14000,large,15275.8,762.656,0,803,104,227,2964,187,0,5,89,1,4,0,0,0,29,30,41,46,0,827,0,24,201,255,2234,128,0,61,28,8,4,0,0,0,27,26,47,35,0,2529,0,72,69,1,9,1,
